id,title,description,link,section,type,url,alt_text,created_at,image_url
"1089730441262786062","free font generator website | Instagram fonts #instagramfonts social media fonts #socialmediafonts f","free font generator website | Instagram fonts #instagramfonts social media fonts #socialmediafonts fonts #font","","","image","https://www.pinterest.com/pin/1089730441262786062/","Instagram fonts #instagramfonts social media fonts #socialmediafonts fonts #font | free font generator website 470.61.5.10081","","https://i.pinimg.com/originals/3e/f6/a5/3ef6a597418bca82147bd71618ef3941.jpg"
"1089730441262786046","🅰️🅱️ FONT PAIRING GUIDE 101
👉 SAVE TO USE LATER

For over 4 years now as a graphic designer mysel","🅰️🅱️ FONT PAIRING GUIDE 101
👉 SAVE TO USE LATER

For over 4 years now as a graphic designer myself I've been mastering the art of font pairing and custom typography.

And it's not only about what audience likes to see but also what works from the point of design skills.

Finally I decided to share with you the best font combinations and how to use them in posters, logo, branding or even web and UX/UI design.

💭 Pay attention to all the notes I left on each slide and please let me know if you'...","https://www.instagram.com/p/DJl2Njcs7dZ/?img_index=7","","image","https://www.pinterest.com/pin/1089730441262786046/","","","https://i.pinimg.com/originals/4d/66/c5/4d66c54f76006cfa6b977e4e9a97824a.jpg"
"1089730441262786044"," "," ","","","image","https://www.pinterest.com/pin/1089730441262786044/","","","https://i.pinimg.com/originals/b1/c7/49/b1c749ffc1dd66784ff7f65e65588fcd.jpg"
"1089730441262786028","UI"," ","","","idea","https://www.pinterest.com/pin/1089730441262786028/","","","https://i.pinimg.com/originals/7b/a1/e1/7ba1e1c275c8f413cbc682509003239e.png"
"1089730441262786023"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262786023/","","","https://i.pinimg.com/originals/88/08/e7/8808e78adebb3b289ec7fc42d13e8ebd.gif"
"1089730441262786019"," "," ","","","image","https://www.pinterest.com/pin/1089730441262786019/","","","https://i.pinimg.com/originals/50/82/67/508267da6a0613546edd7208cf378afe.png"
"1089730441262786017","Fairlight Synth Page 3R","Fairlight Synth Page 3R","","","image","https://www.pinterest.com/pin/1089730441262786017/","","","https://i.pinimg.com/originals/4d/d0/e8/4dd0e8d3bd22ddb036d8eb2f9146bf13.jpg"
"1089730441262785979","@forinterpretations"," ","","","idea","https://www.pinterest.com/pin/1089730441262785979/","","","https://i.pinimg.com/originals/7c/7e/fd/7c7efd3abede7c9ea6feeafd5114e22b.jpg"
"1089730441262785966"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785966/","","","https://i.pinimg.com/originals/f8/64/0b/f8640be9f14e7629bedfae4c043e8e54.jpg"
"1089730441262785890","sweet sweet jane.","sweet sweet jane.","","","image","https://www.pinterest.com/pin/1089730441262785890/","","","https://i.pinimg.com/originals/f5/b4/e1/f5b4e1ce8968abe782f986133deffae4.jpg"
"1089730441262785884","Subculture • Telford + Stevie Cox","Subculture • Telford + Stevie Cox « Sub Club","http://subclub.co.uk/events/subculture-%E2%80%A2-telford-stevie-cox/","","image","https://www.pinterest.com/pin/1089730441262785884/","","","https://i.pinimg.com/originals/a0/16/1c/a0161c45bcc79a4010c619842768f723.png"
"1089730441262785870","crislemon","joy division music gig posters | Joy Division Concert Posters Kant Kino Berlin concert","http://crislemon.tumblr.com/?og=1","","image","https://www.pinterest.com/pin/1089730441262785870/","","","https://i.pinimg.com/originals/92/b1/c1/92b1c121d489814dd73f8a33fabf0e79.jpg"
"1089730441262785862"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262785862/","","","https://i.pinimg.com/originals/7e/31/94/7e3194f0fad4a76ab29077ccbf8e315a.jpg"
"1089730441262785854"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785854/","","","https://i.pinimg.com/originals/f1/83/7b/f1837bde1d6423a7cdbff63eb3f1f222.jpg"
"1089730441262785835","Bob Dylan","Bob Dylan","","","image","https://www.pinterest.com/pin/1089730441262785835/","","","https://i.pinimg.com/originals/f2/d0/7f/f2d07f2635cdcc9d6a944b74ceced764.jpg"
"1089730441262785832"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262785832/","","","https://i.pinimg.com/originals/8c/b8/3e/8cb83eb5351dea81586d1e0c32a7d32d.jpg"
"1089730441262785829","gig poster 2nd may 2024 stockton uk","Loose Articles with Gaydar and The Wednesday Flowers at The Georgian, Stockton UK, 2nd May 2024 graphic design gig concert poster feminist queer punk rock","http://instagram.com/summerfruitrecords","","idea","https://www.pinterest.com/pin/1089730441262785829/","","","https://i.pinimg.com/originals/0a/d7/ce/0ad7ce821da24f2dfc250689339eb9d4.jpg"
"1089730441262785819"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262785819/","","","https://i.pinimg.com/originals/19/53/e8/1953e8545f77d2063b4b60f05825f544.jpg"
"1089730441262785811","LCD Soundsystem (3)","original creation","","","idea","https://www.pinterest.com/pin/1089730441262785811/","","","https://i.pinimg.com/originals/a0/89/43/a089431f107462d46146496323a02735.jpg"
"1089730441262785788","Handlettered logo. Lettering. Handrawn logo.","Handlettering. Handrawn logo. Typograhy. Type Design. Vintage Branding. Victorian Branding.","https://kalyquarles.substack.com/","","idea","https://www.pinterest.com/pin/1089730441262785788/","","","https://i.pinimg.com/originals/48/83/61/488361a9d6864a147d392d05fa1f319e.jpg"
"1089730441262785779","a record Label Logo design","a record Label Logo design","","","image","https://www.pinterest.com/pin/1089730441262785779/","","","https://i.pinimg.com/originals/7a/f8/6a/7af86ac6ae9b1f15f68949217b2d2100.jpg"
"1089730441262785746","Fun Illustration and Lettering for @malhall © 2024  #lettering #illustration #graphic #graphicdesign","Fun Illustration and Lettering for @malhall © 2024  #lettering #illustration #graphic #graphicdesign #vintage #handdrawn #handmade","https://www.instagram.com/p/DGK7r3JT-fJ/","","image","https://www.pinterest.com/pin/1089730441262785746/","","","https://i.pinimg.com/originals/16/9f/da/169fdaf15ea0e120745314bbd0d0a4e2.jpg"
"1089730441262785745"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262785745/","","","https://i.pinimg.com/originals/0f/4e/e1/0f4ee16ff86be8ef0f4dd2660317c754.png"
"1089730441262785736"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785736/","","","https://i.pinimg.com/originals/5b/9e/de/5b9ede679d6284ba5c33e9d4b199012a.jpg"
"1089730441262785724"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785724/","","","https://i.pinimg.com/originals/e9/6d/18/e96d18b1cbeb679874c4e6140c4f9ae7.jpg"
"1089730441262785714"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785714/","","","https://i.pinimg.com/originals/2f/45/b0/2f45b0393bf8109763068c2c66bd0c36.jpg"
"1089730441262785704"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785704/","","","https://i.pinimg.com/originals/78/bc/e0/78bce00ce353952de1a1ae7b5c261550.jpg"
"1089730441262785690"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785690/","","","https://i.pinimg.com/originals/8a/89/73/8a897325a1493b6ccef56d433182b512.jpg"
"1089730441262785685"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785685/","","","https://i.pinimg.com/originals/d7/ef/01/d7ef01f58768e3a1b93522322676b896.jpg"
"1089730441262785681"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785681/","","","https://i.pinimg.com/originals/bb/69/8f/bb698fc356efd08fe13026ef7193f893.jpg"
"1089730441262785669"," "," ","https://www.instagram.com/reel/CndXz7IIF2s/?igshid=MDJmNzVkMjY=","","image","https://www.pinterest.com/pin/1089730441262785669/","","","https://i.pinimg.com/originals/bb/30/d0/bb30d01c5cd9406d9932393fcd7bc82a.jpg"
"1089730441262785662","10 Eye-Catching Fonts to Enhance Your Design"," ","https://www.nancycasanova.com/eye-catching-fonts/","","image","https://www.pinterest.com/pin/1089730441262785662/","","","https://i.pinimg.com/originals/c3/8d/39/c38d39de3d08c62ab3ea9d583639f5e2.jpg"
"AW-QjIBIqlRI-1rFWn9k_k9fNGJNT2FeFhItEyTrOSey1DD6ddtwwZwPHbQyIFNxCUZgxDRz7OeS70-DlZmkF-4","Belmonte Ballpoint Handwritten Biro Font","Belmonte Ballpoint is a realistic biro font duo that captures the organic look of ink and the imperfect charm of handwriting.","https://typeheist.co/font/belmonte-ballpoint/?utm_source=pinterest&utm_medium=cpc&utm_campaign=belmonte-ballpoint-cover&utm_content=2680088459367&pp=1","","image","https://www.pinterest.com/pin/AW-QjIBIqlRI-1rFWn9k_k9fNGJNT2FeFhItEyTrOSey1DD6ddtwwZwPHbQyIFNxCUZgxDRz7OeS70-DlZmkF-4/","","","https://i.pinimg.com/originals/ed/37/ff/ed37ff218967a7ff042a8b51525a823a.png"
"1089730441262785640"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785640/","","","https://i.pinimg.com/originals/43/c7/ea/43c7ea9116f7cec20f0f248fafe9207a.jpg"
"1089730441262785628","Brand new font - Patrick Seymour"," ","https://www.behance.net/gallery/217782349/Brand-new-font/modules/1240773447","","image","https://www.pinterest.com/pin/1089730441262785628/","","","https://i.pinimg.com/originals/fc/07/79/fc077982ed6bf8361138be5873b3caa4.png"
"1089730441262785622"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785622/","","","https://i.pinimg.com/originals/15/0a/7b/150a7bbff0dde79ac7316f845c5b567a.jpg"
"1089730441262785619","Typeji on Instagram: “Here are some slides showcasing the texture and pattern of Waverse 🌊🌊🌊, a r","Typeji on Instagram: “Here are some slides showcasing the texture and pattern of Waverse 🌊🌊🌊, a reverse-contrast typeface inspired by ocean waves and currents.…”","https://www.instagram.com/p/CtPGqegRCJH/","","image","https://www.pinterest.com/pin/1089730441262785619/","","","https://i.pinimg.com/originals/1a/28/e9/1a28e9dd3b5431e99393bbc4f6c66bb4.jpg"
"1089730441262785610"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785610/","","","https://i.pinimg.com/originals/9a/25/24/9a25244051ad47c554524b49ffdc34a1.jpg"
"1089730441262785598"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785598/","","","https://i.pinimg.com/originals/6f/b8/b2/6fb8b258ab24e2370f96dcc82992385b.gif"
"1089730441262785583","Teenage Engineering","The Teenage Engineering EP-133 K.O II is the portable synthesizer and sequencer combo that redefines creativity on the go!","https://www.chicagomusicexchange.com/collections/teenage-engineering","","image","https://www.pinterest.com/pin/1089730441262785583/","","","https://i.pinimg.com/originals/16/cc/91/16cc91f09f0331480cff7d9cfaa6c2d9.jpg"
"1089730441262785577","Teenage Engineering","Teenage Engineering","","","image","https://www.pinterest.com/pin/1089730441262785577/","","","https://i.pinimg.com/originals/ff/b0/b8/ffb0b87792886cdfe5127528eb2072ec.jpg"
"1089730441262785546"," "," ","https://creativemarket.com/Medialoot/47287-Hand-Drawn-Vector-UI-Kit?u=designysx","","image","https://www.pinterest.com/pin/1089730441262785546/","","","https://i.pinimg.com/originals/10/23/53/1023535f06be7a40ca8224eb75787263.jpg"
"1089730441262785536","Carrer Blog: Hand Drawn UI Kit","Carrer Blog: Hand Drawn UI Kit","http://www.vcarrer.com/2012/02/hand-drawn-ui-kit.html","","image","https://www.pinterest.com/pin/1089730441262785536/","","","https://i.pinimg.com/originals/3d/e4/0f/3de40f1e193b9cd768783f82faa66e6a.jpg"
"1089730441262785521","Glassmorphism Mobile App UI Elements with Neumorphism Vibe","Discover sleek and modern mobile app UI elements designed with glassmorphism and neumorphism styles. Perfect for creating elegant and user-friendly interfaces for your projects, blending transparency, soft shadows, and subtle depth effects.","https://www.behance.net/gallery/242724433/Digital-UI-Kit-Components-for-Apps/?neumorphism-vibe","","image","https://www.pinterest.com/pin/1089730441262785521/","","","https://i.pinimg.com/originals/a4/37/35/a43735ec9f45291f7e912b3b4ef81454.jpg"
"1089730441262785513","Home / X","Home / X","https://x.com/home","","image","https://www.pinterest.com/pin/1089730441262785513/","","","https://i.pinimg.com/originals/71/2b/41/712b417d133f5bd4463ee3b43c5276d6.jpg"
"1089730441262785510"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785510/","","","https://i.pinimg.com/originals/e5/46/ef/e546efd3b9526f793436045f5fbdda04.jpg"
"1089730441262785498"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262785498/","","","https://i.pinimg.com/originals/13/25/e4/1325e46c95ce7ad4658b885dab398cba.jpg"
"1089730441262785493"," "," ","https://www.instagram.com/p/Cu3vtsKggIc/","","image","https://www.pinterest.com/pin/1089730441262785493/","","","https://i.pinimg.com/originals/00/53/c0/0053c047d93f29c81d3f9c1d69bfa83d.png"
"1089730441262785490"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262785490/","","","https://i.pinimg.com/originals/80/a8/ba/80a8badd77d5379621504852b0775ca7.jpg"
"1089730441262785487","chart"," ","","","idea","https://www.pinterest.com/pin/1089730441262785487/","","","https://i.pinimg.com/originals/15/d5/52/15d5522357fd6c523ffe31fb2dc44a90.jpg"
"1089730441262785483"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785483/","","","https://i.pinimg.com/originals/37/8c/5d/378c5d0fc939f0dc9cf40b9b1d566fb2.gif"
"1089730441262785474","24ª MAUAL :: Behance","24ª MAUAL :: Behance","https://www.behance.net/gallery/234761881/24-MAUAL?tracking_source=for_you_logged_in_feed_recommended","","image","https://www.pinterest.com/pin/1089730441262785474/","","","https://i.pinimg.com/originals/c4/7e/11/c47e113cd591c1466005fa961acc9b63.webp"
"1089730441262785466","Pointed Typography: a modern take on graphic design","Pointed Typography: a modern take on graphic design","https://abduzeedo.com/node/87799","","image","https://www.pinterest.com/pin/1089730441262785466/","","","https://i.pinimg.com/originals/74/51/45/745145095bacff0e762bc523ca02d7a3.png"
"1089730441262785462","Quilt Folk Icon Pack - Inspired by the stitched charm of Americana, prairie quilts, and hand-done si","Quilt Folk Icon Pack - Inspired by the stitched charm of Americana, prairie quilts, and hand-done signage — Quilt Folk is a set of letter icons drawn from my font The Cutouts, but designed to be used like a collage.  Think letters as visual pieces — not a typeable font, but cut-out forms to drag, drop, layer and piece together however you like. Made for Canva, design tools, branding, textiles, and mood boards that need a little folk flavour.  Perfect for anyone wanting to bring a handcrafted,...","https://www.instagram.com/p/DMXUy08y82E/?img_index=3","","image","https://www.pinterest.com/pin/1089730441262785462/","","","https://i.pinimg.com/originals/9c/89/62/9c896246b386a6a1c65dbbf5c349d0f4.jpg"
"1089730441262785455"," "," ","","","idea","https://www.pinterest.com/pin/1089730441262785455/","","","https://i.pinimg.com/originals/42/16/f8/4216f88f86061f2cd967fee659c6dc86.jpg"
"1089730441262785447"," "," ","","","image","https://www.pinterest.com/pin/1089730441262785447/","","","https://i.pinimg.com/originals/f8/ea/d2/f8ead2966738d25659c65f2d05cc3171.jpg"
"1089730441260341979"," "," ","","","idea","https://www.pinterest.com/pin/1089730441260341979/","","","https://i.pinimg.com/originals/f8/37/54/f83754ed98389b35f9c7aeeeac01038a.jpg"
"1089730441259163050","Rubiks Cube","Rubiks Cube","","","image","https://www.pinterest.com/pin/1089730441259163050/","","","https://i.pinimg.com/originals/78/37/1c/78371c77f1a3d7f9ded200c18242ae4e.jpg"
"1089730441259163010","The right folder","In un mare di “non performa”, “forse con un altro formato”, “proviamo a rilanciarlo”, “magari è l’orario”, noi scegliamo “funziona e basta”. 🎯  this. works. davvero.","https://www.instagram.com/p/DMIm5Ljt-y8/?utm_source=ig_web_copy_link&igsh=M25zeGJmemNjYnN5","","idea","https://www.pinterest.com/pin/1089730441259163010/","","","https://i.pinimg.com/originals/01/e4/d1/01e4d15bc900a73e247532e5a835c909.jpg"
"1089730441259162980","This shadow hides your next favourite snack. High in protein. Low in guilt. Launching soon 🔜   🔥 D","This shadow hides your next favourite snack. High in protein. Low in guilt. Launching soon 🔜   🔥 Drop a 🔍 if you’re ready to find out.  #NewLaunch #SnackSmarter #GrainfullyYours","https://www.instagram.com/p/DLzl3PAtaIt/","","image","https://www.pinterest.com/pin/1089730441259162980/","","","https://i.pinimg.com/originals/37/e2/09/37e209611ba4b52dedd3cc2852be75fb.jpg"
"1089730441258836245","daisy (a5 cat art print)","☼This is an A5 (210x148mm) 300gsm digital print with a matt finish a little paper texture! ☼ ☼I ship worldwide. ☼ ☼Colours may vary from what you see on your screen ☼ all illustrations are drawn by me!! no AI  !!","https://www.etsy.com/ca/listing/1812157718/daisy-a5-cat-art-print","","image","https://www.pinterest.com/pin/1089730441258836245/","","","https://i.pinimg.com/originals/f3/d4/70/f3d470096e26e4ca442e7cad648392a8.jpg"
"1089730441257385196","Jan Dobkowski","#art #painting #poster #dobkowski #retro","","","image","https://www.pinterest.com/pin/1089730441257385196/","","","https://i.pinimg.com/originals/df/47/aa/df47aa8099821c21c8c4a117af7d179e.jpg"
"1089730441257126156"," "," ","","","idea","https://www.pinterest.com/pin/1089730441257126156/","","","https://i.pinimg.com/originals/9a/46/5e/9a465e5742929ce44750b3c22def235c.jpg"
"1089730441257125958","Tchmo: Untitled (print)","Tchmo: Untitled (print)","","","image","https://www.pinterest.com/pin/1089730441257125958/","","","https://i.pinimg.com/originals/b7/16/ac/b716ac49167b92620fdf8bac81d49880.jpg"
"1089730441257125956"," "," ","","","idea","https://www.pinterest.com/pin/1089730441257125956/","","","https://i.pinimg.com/originals/78/9f/b1/789fb189144f7bda6537776ae991b9c5.png"
"1089730441256879334"," "," ","","","idea","https://www.pinterest.com/pin/1089730441256879334/","","","https://i.pinimg.com/originals/76/fb/d5/76fbd526ee13a31cbe5da05785f8a6e9.jpg"
"1089730441256879323","Slanted Publishers"," ","","","image","https://www.pinterest.com/pin/1089730441256879323/","","","https://i.pinimg.com/originals/d5/09/60/d50960302c11923ad6509013d2a1eba7.jpg"
"1089730441256879316"," "," ","","","image","https://www.pinterest.com/pin/1089730441256879316/","","","https://i.pinimg.com/originals/4e/2e/5c/4e2e5c1f4e6bf234e28acdcba640ed0e.png"
"1089730441256879310","watercolor","Instagram","https://sites.google.com/view/bestwatercolor/home?watercolor-watercolor/","","image","https://www.pinterest.com/pin/1089730441256879310/","","","https://i.pinimg.com/originals/05/0e/cb/050ecbdd202dcd7c8009e9d75c8a77fb.jpg"
"1089730441256879302"," "," ","","","image","https://www.pinterest.com/pin/1089730441256879302/","","","https://i.pinimg.com/originals/01/64/f8/0164f8d482a594e62d0021e0e29adc47.jpg"
"1089730441256879300"," "," ","","","image","https://www.pinterest.com/pin/1089730441256879300/","","","https://i.pinimg.com/originals/7b/aa/10/7baa103fe366c4b622ecb86b7a06ff66.jpg"
"1089730441256879280"," "," ","","","image","https://www.pinterest.com/pin/1089730441256879280/","","","https://i.pinimg.com/originals/87/a1/db/87a1dba80e49bce0a99ca5925f1174c9.jpg"
"1089730441256879273"," "," ","","","idea","https://www.pinterest.com/pin/1089730441256879273/","","","https://i.pinimg.com/originals/ab/f2/81/abf2815fc8fd7fc6a0cd78b95a1ace8f.jpg"
"1089730441256879265","Pedro De Sousa","Pedro De Sousa","https://pedrodesousa.org/","","image","https://www.pinterest.com/pin/1089730441256879265/","","","https://i.pinimg.com/originals/62/9b/44/629b44f874c19c207194fe260b4e9601.jpg"
"1089730441256879261","Instagram","Instagram","https://www.instagram.com/p/C2kEPyTN2Uo/?img_index=1","","image","https://www.pinterest.com/pin/1089730441256879261/","","","https://i.pinimg.com/originals/7a/94/0f/7a940ffd44c48f8e6b2905cd970410b9.jpg"
"1089730441256879256","25+ Best 8-Bit Fonts (+ Backgrounds, Wallpapers and More)","Classic 8-bit fonts are perfect for capturing the essence of the 80s and 90s digital era. They evoke a sense of nostalgia and fun, instantly transporting viewers to the golden age of video gaming. Our collection includes various styles of 8-bit fonts From bold, chunky typefaces to more intricate pixel designs. Each font is designed […]","https://designshack.net/articles/inspiration/8-bit-fonts/","","image","https://www.pinterest.com/pin/1089730441256879256/","","","https://i.pinimg.com/originals/70/37/d3/7037d3098ce629ddd0eb217c58cd973b.jpg"
"1089730441256879247","(1) ursula kal le guin (@bunnings__) / X","(1) ursula kal le guin (@bunnings__) / X","https://x.com/i/bookmarks","","image","https://www.pinterest.com/pin/1089730441256879247/","","","https://i.pinimg.com/originals/d1/76/85/d17685d6a54b6446a612b342da090f24.jpg"
"1089730441256879243","Low Def Font"," ","https://www.behance.net/gallery/143719135/Low-Def-Font","","image","https://www.pinterest.com/pin/1089730441256879243/","","","https://i.pinimg.com/originals/42/5b/09/425b0985972abb61cf123ae995380cc2.png"
"1089730441256879238","All Fonts","All Fonts – Taylor Penton","https://taylorpenton.com/collections/all-fonts","","image","https://www.pinterest.com/pin/1089730441256879238/","","","https://i.pinimg.com/originals/87/18/ec/8718ecadcf5e8b6b69032528d8736daa.jpg"
"1089730441256879230","Grafik. Official on Instagram: “NYC by Rafael Serra AKA (@faelpt)⁠ ⁠ #graphicdesign #graphicart #typ","Grafik. Official on Instagram: “NYC by Rafael Serra AKA (@faelpt)⁠ ⁠ #graphicdesign #graphicart #typography #culture #quotes #typographicart #digitalart #digitaldesign…”","https://www.instagram.com/p/COUm9C_loPF/?igshid=1khc13dvql2gl","","image","https://www.pinterest.com/pin/1089730441256879230/","","","https://i.pinimg.com/originals/d5/56/a6/d556a649f7e80c3bbc074d2ec118e6be.jpg"
"1089730441256879227","Vitrium Opus - 3D Glass Typography Posters :: Behance","Vitrium Opus - 3D Glass Typography Posters :: Behance","https://www.behance.net/gallery/196367641/Vitrium-Opus-3D-Glass-Typography-Posters","","image","https://www.pinterest.com/pin/1089730441256879227/","","","https://i.pinimg.com/originals/19/ab/48/19ab48aaad58a5db02fa4eebba7c3c00.jpg"
"1089730441256879223"," "," ","","","image","https://www.pinterest.com/pin/1089730441256879223/","","","https://i.pinimg.com/originals/99/a8/bc/99a8bc20a9eb08a409c0d35eaa03aa69.jpg"
"1089730441256879222","Ufficio Display","While working on a branding project with @type01studio for a really cool bookshop (coming soon!) i got obsessed with the idea of creating a display counterpart for Ufficio Sans using some of the scrapped stylistic alternates (especially S) and some geometric elements.  It will have quite a limited glyphset compared to the current cut of Ufficio which includes Greek and Cyrillic.","https://www.giuliaboggio.xyz/fonts/ufficio-display","","idea","https://www.pinterest.com/pin/1089730441256879222/","","","https://i.pinimg.com/originals/69/b3/53/69b353e08950ab64e401891444a81b9f.jpg"
"1089730441256879215","Lettering Series LVI - Rafael Serra"," ","https://www.behance.net/gallery/148912963/Lettering-Series-LVI?tracking_source=search_projects","","image","https://www.pinterest.com/pin/1089730441256879215/","","","https://i.pinimg.com/originals/1f/ce/a0/1fcea032ddae28c3112f26346ca36711.png"
"1089730441256879211"," "," ","https://99designs.com/blog/customers/good-call-bon-iver-art-nouveau-design-inspiration/","","image","https://www.pinterest.com/pin/1089730441256879211/","","","https://i.pinimg.com/originals/93/e3/54/93e35409cc4fe61195070a1e5093c447.png"
"1089730441256879210","Indieground's Weekly Inspiration Dose #107"," ","https://indieground.net/blog/weekly-inspiration-dose-107/","","image","https://www.pinterest.com/pin/1089730441256879210/","","","https://i.pinimg.com/originals/5d/1b/8a/5d1b8a7cef01be84ed424c58c6d079e5.jpg"
"1089730441256879203","ComeBackToMe","ComeBackToMe | #digitalbackgrounds #textures #images #design #art #graphicdesign #watercolorbackground #freebies","https://kit.co/Vitalslon/popular-fonts/?comebacktome","","image","https://www.pinterest.com/pin/1089730441256879203/","Popular Fonts
Fonts That Don’t Just Write—They Perform","","https://i.pinimg.com/originals/b7/04/71/b70471ed4e3d2871c03c9a2eb96de79e.png"
"1089730441256879199"," "," ","https://gyazo.com/b8026929612faa7f441cf9a0fd40fa24","","image","https://www.pinterest.com/pin/1089730441256879199/","","","https://i.pinimg.com/originals/64/e6/e0/64e6e023a844626e3d25b66a54fdb04f.png"
"1089730441256879198"," "," ","","","image","https://www.pinterest.com/pin/1089730441256879198/","","","https://i.pinimg.com/originals/27/15/4b/27154bac2f3567afa99090a75553273d.jpg"
"1089730441256879182"," "," ","","","image","https://www.pinterest.com/pin/1089730441256879182/","","","https://i.pinimg.com/originals/ab/7e/9e/ab7e9e160fcccd678f249bb3fbde7656.jpg"
